shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
BtVxwbFgM-G,bikewithgirl,https://scontent-bom1-2.cdninstagram.com/vp/dd9b341a5a495d184f6c3a12b8e16728/5DC325E1/t51.2885-15/e35/50807068_281005059242669_4474125000090862396_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk2OTY5OTI0Mzk0MTc0NDUxOA%3D%3D.2,51560,FALSE,282,1350,1080,"Sometimes it's really best to not say anything...
But LOOK AT EM CURVES BRO 🍑🙉😭!!
.
.
What-A-Shot @kevin_alvares66! 
What-A-BeautifullyMaintained-959 @wreckedmachine!
What-A-sweet-Fraand @roystenredbull! 
#Ducati #weekend #959panigale #panigale959 #v4panigale #v4 #panigalev4 #goa #sunday #panigale #ducati #ducatistagram  #ducatipanigale #ducatisupersport #RSV4 #1299 #superbike #bikerchick #ducatista #machine #racing  #motorcycle #bikes #biker #rad #photo #racing #superbikesofinstagram #church","['sunday', 'racing', 'weekend', 'motorcycle', 'photo', '959panigale', 'superbikesofinstagram', 'Ducati', 'bikes', 'biker', 'goa', 'panigalev4', 'superbike', 'v4panigale', 'RSV4', 'ducatista', 'v4', '1299', 'panigale', 'rad', 'ducatipanigale', 'church', 'bikerchick', 'ducatisupersport', 'ducatistagram', 'machine', 'panigale959', 'ducati']",1549026469
BtSjixXA6TM,bikewithgirl,https://scontent-bom1-2.cdninstagram.com/vp/953c52888b023e3fabbe01cf7163cf09/5DC0B0DE/t51.2885-15/e35/50064672_140852466931963_1596718749606688959_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk2ODc5MjMwODIwMzg4OTg2OA%3D%3D.2,43575,FALSE,189,949,1080,"I've realized off-late - the more you do something that scares the hell outta you, the less intimidating it gets.... ❤️
.
.
📸 The boy with a broken shoulder @ashik2025 at the @indiatriumph Tiger Trails in Munnar. 💪🏽 #JustDoIt #TigerXRX #bigbikes #xcx #triumph #tiger1200 #triumphtiger #tiger1200XCx #adventuretime #advtourer #offroad #rally #adventure #bike #bikewithgirl #bikerchick #motorhead  #bike #motorcycle #bikes #biker #travel #bikelife #rad #instadaily #instagood #Kerala #Kochi #Munnar #teaplantation","['TigerXRX', 'Kerala', 'instagood', 'motorcycle', 'xcx', 'bikewithgirl', 'tiger1200XCx', 'rally', 'biker', 'Kochi', 'advtourer', 'instadaily', 'offroad', 'triumph', 'rad', 'JustDoIt', 'bike', 'teaplantation', 'triumphtiger', 'bigbikes', 'bikerchick', 'tiger1200', 'travel', 'Munnar', 'adventuretime', 'bikelife', 'bikes', 'motorhead', 'adventure']",1548918354
BtOFXeLAI-T,bikewithgirl,https://scontent-bom1-2.cdninstagram.com/vp/a6dc3b33c991e43b11584fb02054d138/5DA003E0/t51.2885-15/e35/51088851_2222093914706519_2206723600899063855_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MTk2NzUzMzY5MDM4NDg0NjczOQ%3D%3D.2,44760,FALSE,325,1080,1080,"""How's it? I wanna buy it!""❓
So lets talk. The 125 feels exactly like my 200. EXACTLY! Except it isn't as fast, because come on - 14hp! Its meant to be a beginner friendly bike. Something that I'd have hopped on, grinned at massively and bought in a heartbeat after having learnt to ride, instead of my R15, 5 years ago👶🏻. Its a cool bike and is fast enough to keep new riders excited, but I think i'll find myself looking for more performance soon 🤪. Having said that, this is currently the only 125cc motorcycle that comes with ABS. So if you're looking at a mini thriller, super cool looking fun bike, the 125 is your go-to. 💥
And with that I say bye to the @ktm_india 125.
.
.
📸 @x_vishaldubey
#ktmduke125 #125cc #ktm125 #ktm125duke #ktm
#390duke #390 #ktmduke390 #ktm390duke #love #dainesecrew #agv #helmet #bikewithgirl #bikerchick #blogger #motorhead #photo #bikes #ktm690  #bike #machine #ktmracing #racerchick #racing #India #Mumbai","['racing', 'ktm390duke', 'dainesecrew', 'photo', 'helmet', 'bikewithgirl', 'India', 'love', 'ktmduke125', 'ktm', '125cc', 'ktm125', 'ktm690', 'agv', '390', '390duke', 'ktm125duke', 'bike', 'Mumbai', 'ktmduke390', 'bikerchick', 'machine', 'bikes', 'motorhead', 'racerchick', 'ktmracing', 'blogger']",1548768315
BzhqjgXBLSX,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/26dca5e1ca62333f966b99457f43d2e6/5DAF5F35/t51.2885-15/e35/65301889_346534359356404_1495581636110012894_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA4MTEzMTY2MDcwMjk1NDY0Nw%3D%3D.2,4043,FALSE,4,1350,1080,Take charge of your drive. The BMW 5 Series. #BMW #5Series #BusinessAthlete #SheerDrivingPleasure,"['BusinessAthlete', 'SheerDrivingPleasure', '5Series', 'BMW']",1562310248
BzdKboqhY7I,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/6e2c89c48657d43d4e1c8743065de4f9/5DB6489D/t51.2885-15/e35/64656450_212098079760991_6100808194917747188_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3OTg2NDQ4MjQ2OTA4ODk2OA%3D%3D.2,5613,FALSE,4,1350,1080,Creating an experience of mythical proportions. The BMW M2 Competition. #BMW #BMWM #BMWMRepost #SheerDrivingPleasure @arnaudtaquet,"['BMWMRepost', 'SheerDrivingPleasure', 'BMWM', 'BMW']",1562159189
Bzcz0QYhBOp,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/83395973d4754de14aa9ac70ca49c125/5DB921E8/t51.2885-15/e35/66447282_435683533950949_6310663931475336013_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3OTc2NTAxOTMxNDM2MTI1Nw%3D%3D.2,5161,FALSE,5,1350,1080,A truly distinctive travel companion. The BMW 6 Series Gran Turismo. #BMW #6Series #SheerDrivingPleasure,"['SheerDrivingPleasure', '6Series', 'BMW']",1562147332
BzaD1uJh7s7,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/959558c8e4d898da3a5ba74cdd4f4e2d/5DAADBE1/t51.2885-15/e35/64769033_330248974556636_4367154078944382652_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA3ODk5MTA2MzgwODcxOTY3NQ%3D%3D.2,5347,FALSE,8,1350,1080,King of the hill. The BMW X3. #BMW #X3 #OnAMission #SheerDrivingPleasure,"['X3', 'OnAMission', 'SheerDrivingPleasure', 'BMW']",1562055069
BzIA3alBybk,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/46b28bd20d509e577d1f5bb98d0321f0/5DC25701/t51.2885-15/e35/64227679_622165538293411_8079362321006464336_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MzkxMTQzNjUxMzg0NzAxMg%3D%3D.2,3077,FALSE,5,1350,1080,"Taking the spotlight. 
The #BMW #5Series","['5Series', 'BMW']",1561449530
BzIAz61hAUf,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/5921e80739f2a2ed949588ac17a925f4/5DA871F3/t51.2885-15/e35/64454404_202194704008522_6769014955464835748_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MzkxMTE5NjI3MjI5NzI0Nw%3D%3D.2,2028,FALSE,2,1350,1080,"Taking the spotlight. 
The #BMW #5Series","['5Series', 'BMW']",1561449502
BzIAwn5hFgo,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/43b959186ce29e3f0c5c9c81d3a4cd0f/5DA2556D/t51.2885-15/e35/64608743_360895354612282_4871819002233835576_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA3MzkxMDk2OTc3OTkwMjUwNA%3D%3D.2,3537,FALSE,4,1350,1080,"Taking the spotlight. 
The #BMW #5Series","['5Series', 'BMW']",1561449475
BzFZzYqBZ79,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/71c28717374167cb865aa846429b20dd/5DB93881/t51.2885-15/e35/64345467_107102507141310_1582109036429560357_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzE3NjY4NTgwNDg4NzgwNQ%3D%3D.2,6985,FALSE,14,937,750,"When a door closes, four more open. The BMW 6 Series Gran Turismo. #BMW #6Series #SheerDrivingPleasure","['SheerDrivingPleasure', '6Series', 'BMW']",1561361941
BzFZvw4hU5c,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/3fab87206ffef3598991c6ac82f7067c/5DB00C47/t51.2885-15/e35/65149814_375750416624587_5465849834200053330_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzE3NjQzNjk0MDAzMzYyOA%3D%3D.2,4990,FALSE,6,936,750,"When a door closes, four more open. The BMW 6 Series Gran Turismo. #BMW #6Series #SheerDrivingPleasure","['SheerDrivingPleasure', '6Series', 'BMW']",1561361911
BzFZoNahNYz,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/ed45406b6ded4aca3f5daf7d9fe45b15/5DAFF50E/t51.2885-15/e35/62513448_454884798641046_7405981908242844836_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MzE3NTkxNzgxOTM4NTM5NQ%3D%3D.2,4860,FALSE,8,750,750,"When a door closes, four more open. The BMW 6 Series Gran Turismo. #BMW #6Series #SheerDrivingPleasure","['SheerDrivingPleasure', '6Series', 'BMW']",1561361849
Bywr_-oB2J7,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/0ba8149436262c1ce3e1c9109418e4b8/5DB62F07/t51.2885-15/e35/62235082_524701091405960_1647864297510499090_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA2NzM0NTc0MTUzMzYzNTE5NQ%3D%3D.2,1388,FALSE,2,1080,1080,"Celebrate this Father's Day with joy. Get a gift for your dad from the BMW Lifestyle Collection. 
Shop on Amazon and get a 20% waiver when you checkout! #happyfathersday
#bmwlifestyle #BMW #mybmwlifestyle

To shop, visit the link in our bio!","['bmwlifestyle', 'happyfathersday', 'mybmwlifestyle', 'BMW']",1560666838
BxmXoBvhwAQ,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/d7079877a00e8aedb88ab1d2cf555fca/5DB125EF/t51.2885-15/e35/60059467_191642525151742_897760633589647702_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA0NjQyNjk4NjQwNjQxMjMwNA%3D%3D.2,3998,FALSE,6,810,1080,"#Repost @chefkelvincheung
・・・
I've fallen for the new X5

#BossEveryRoad #BMWX5 #dadjoke #bmw #luxury
#luxurycars #lifestyle #chef #cheflife #car #cars","['Repost', 'luxury', 'BossEveryRoad', 'lifestyle', 'bmw', 'chef', 'car', 'luxurycars', 'BMWX5', 'dadjoke', 'cheflife', 'cars']",1558173128
Bxkts_uhdaF,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/d9a66c11648786c3b87aef3c060c0ac1/5DBC0C47/t51.2885-15/e35/60138565_2303343149786332_3698993017992664071_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA0NTk2MTEzNDkwOTI4MTkyNQ%3D%3D.2,4701,FALSE,7,1350,1080,"#Repost @aneeshb
・・・
That's quite a view from the back seat of the new BMW X5! 
@bmwindia_official #BMWX5 #BossEveryRoad #sealink #mumbai #bmw #teampixel #pixel3a","['Repost', 'mumbai', 'sealink', 'BossEveryRoad', 'pixel3a', 'teampixel', 'bmw', 'BMWX5']",1558117595
BxktWYgBRvR,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/6a2c169f716a5fa75a10e562b1621837/5DBE02EA/t51.2885-15/e35/59921991_455339808612951_7150613501071357977_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA0NTk1OTU4MDk2MTU0NTE2OQ%3D%3D.2,4566,FALSE,9,1080,1080,"#Repost @aneeshb
・・・
That one-piece hexagonal kidney grille! 
@bmwindia_official #BMWX5 #BossEveryRoad #teampixel #pixel3a","['Repost', 'BossEveryRoad', 'pixel3a', 'teampixel', 'BMWX5']",1558117409
BxWjrcvhyqH,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/1519bbf8830da4d1498586a74f1cb5d4/5DC0E490/t51.2885-15/e35/60362012_817415448632147_3755220814968032624_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjA0MTk3NjM5ODQ4NjY0NTM4Mw%3D%3D.2,1161,FALSE,4,1080,1080,"Celebrate this Mother's Day with Joy. Get your mom a special gift from the BMW Lifestyle Collection. Use coupon code BMWHPMD30 or BMWHPMDO to get 30% off! Visit the link in our bio!

#MothersDay #bmw #bmwlifestyle #mybmwlifestyle #mom","['mybmwlifestyle', 'bmw', 'mom', 'MothersDay', 'bmwlifestyle']",1557642577
BxRy0edB74G,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/7a148b69760cc812577f83d87f34bebb/5DBDD536/t51.2885-15/e35/60019826_2067303003366954_4900979067636077900_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjA0MDYzNTYxNDYxMzE5MjE5OA%3D%3D.2,6355,FALSE,14,1350,1080,"Bringing high adrenaline passions to light. The all-new BMW M2 Competition.

#BMW #M2 #BMWM #BMWMRepost @mpn.photography","['BMWMRepost', 'M2', 'BMWM', 'BMW']",1557482743
BxOw5r6B0PV,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/dd79c21c0fefe70dec61ca18ff25f162/5DB19AFC/t51.2885-15/e35/58468525_281776922708457_2179688906284912183_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzOTc4Mjc1MTYzMjU3MzM5Nw%3D%3D.2,5742,FALSE,18,1080,1080,"Treat for the eyes and a pleasure to drive. The all-new BMW Z4.

#BMW #Z4 #Roadster #SheerDrivingPleasure #BMWRepost @lucasjohnsonphoto","['Z4', 'BMWRepost', 'BMW', 'SheerDrivingPleasure', 'Roadster']",1557381074
BxMvgGThy5y,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/f71ff44b953fd2b3f1d97520ce596118/5DB3678C/t51.2885-15/e35/57952099_2594802657221268_6166256912587546485_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzOTIxMzY0NTI3MTM0NjgwMg%3D%3D.2,4721,FALSE,8,1080,1080,"The interior of the all-new BMW Z4 combines clear design and innovation. The result is superlative quality and a pleasantly open ambience.
To know more, visit the link in our bio!

#BMW #Z4 #roadster #sheerdrivingpleasure","['sheerdrivingpleasure', 'Z4', 'roadster', 'BMW']",1557313231
Bw9ht9ohSr6,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/41562af1beefed04a0eb8f8fd25be645/5DA964B2/t51.2885-15/e35/57083808_774359132947830_4071783426167715704_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzNDkzMDkwMDczMDcxODk3MA%3D%3D.2,4426,FALSE,13,1080,1080,"Open yourself to new possibilities. Take to the open road. 365 days a year, in the all-new BMW Z4.
For more information, visit the link in our bio!
#BMW #Z4 #Roadster #SheerDrivingPleasure","['Z4', 'SheerDrivingPleasure', 'Roadster', 'BMW']",1556802688
BwRPwffh1RI,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/fdd019c49fda5a9eba76cc84e2ee3ae7/5DBF4A3F/t51.2885-15/e35/56757845_341592916468878_2333221674905276153_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMjQ2NzAxMDcxMzU3MjQyNA%3D%3D.2,3411,FALSE,5,1350,1080,"#Repost @bmwi
・・・
When at @Cochella, this is your spot for an exceptional portrait.
The BMW i8 Roadster in front of the Ferris wheel, as seen by  @brooklynbeckham.
#BMWi8 #Roadster #BMWi @coachella
__
BMW i8 Roadster: Energy consumption in kWh/100 km (combined): 14.5. Fuel consumption in l/100 km (combined): 2.0. CO2 emissions in g/km (combined): 46. The values of fuel consumptions, CO2 emissions and energy consumptions shown were determined according to the European Regulation (EC) 715/2007 in the version applicable at the time of type approval. The figures refer to a vehicle with basic configuration in Germany and the range shown considers optional equipment and the different size of wheels and tires available on the selected model. The values of the vehicles are already based on the new WLTP regulation and are translated back into NEDC-equivalent values in order to ensure the comparison between the vehicles. [With respect to these vehicles, for vehicle related taxes or other duties based (at least inter alia) on CO2-emissions the CO2 values may differ to the values stated here.] The CO2 efficiency specifications are determined according to Directive 1999/94/EC and the European Regulation in its current version applicable. The values shown are based on the fuel consumption, CO2 values and energy consumptions according to the NEDC cycle for the classification. For further information about the official fuel consumption and the specific CO2 emission of new passenger cars can be taken out of the „handbook of fuel consumption, the CO2 emission and power consumption of new passenger cars“, which is available at all selling points and at https://www.dat.de/angebote/verlagsprodukte/leitfaden-kraftstoffverbrauch.html.","['Repost', 'BMWi', 'BMWi8', 'Roadster']",1555316877
BwMSz-ih5GO,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/b6936c60619772dbae555047552bb5bf/5DB71247/t51.2885-15/e35/56191705_406651266581718_7721059870099642994_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMTA3MzA2OTQ2NDMyNjU0Mg%3D%3D.2,5071,FALSE,8,1350,1080,"#Repost @chefkelvincheung
・・・
Thank you BMW for inviting me to the launch of the new Z4 @bmw @bmwindia_official 
The z4 brings back so meant memories of driving with my mother in the summers to the cottage in Toronto.  2019 Z4 M40i comes with a TwinPower turbo 3.0L in-line six that pumps out 340 hp, plus 500 nm of torque from 1,600 rpm

@BMWIndia_Official #BMW #Z4 #Unfold #luxury #cars #bmw #luxurycars #lifestyle #sportscar #bmwindia","['Repost', 'Z4', 'sportscar', 'luxury', 'lifestyle', 'bmw', 'bmwindia', 'luxurycars', 'Unfold', 'cars', 'BMW']",1555150706
BwMGX--hEI2,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/af5baf75a5e238453d5dea085b51a05b/5DB6E6E5/t51.2885-15/e35/54800464_404573556758095_8775462209877702580_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMTAxODM2OTIzMDM4OTgxNA%3D%3D.2,3666,FALSE,14,1350,1080,"#Repost @bmw
・・・
Driven by pure joy.
The BMW i8 Roadster and BMW i8 Coupé on the #RoadToCoachella.
#BMW #BMWi8 #Roadster #coachella #coachellaready
__
BMW i8 Roadster: Energy consumption in kWh/100 km (combined): 14.5.Fuel consumption in l/100 km (combined): 2.0.CO2 emissions in g/km (combined): 46.
BMW i8 Coupé LCI: Energy consumption in kWh/100 km (combined): 14.0.Fuel consumption in l/100 km (combined): 1.8.CO2 emissions in g/km (combined): 42. The values of fuel consumptions, CO2 emissions and energy consumptions shown were determined according to the European Regulation (EC) 715/2007 in the version applicable at the time of type approval. The figures refer to a vehicle with basic configuration in Germany and the range shown considers optional equipment and the different size of wheels and tires available on the selected model. The values of the vehicles are already based on the new WLTP regulation and are translated back into NEDC-equivalent values in order to ensure the comparison between the vehicles. [With respect to these vehicles, for vehicle related taxes or other duties based (at least inter alia) on CO2-emissions the CO2 values may differ to the values stated here.] The CO2 efficiency specifications are determined according to Directive 1999/94/EC and the European Regulation in its current version applicable. The values shown are based on the fuel consumption, CO2 values and energy consumptions according to the NEDC cycle for the classification. For further information about the official fuel consumption and the specific CO2 emission of new passenger cars can be taken out of the „handbook of fuel consumption, the CO2 emission and power consumption of new passenger cars“, which is available at all selling points and athttps://www.dat.de/angebote/verlagsprodukte/leitfaden-kraftstoffverbrauch.html.","['Repost', 'RoadToCoachella', 'BMWi8', 'BMW', 'coachella', 'coachellaready', 'Roadster']",1555144185
BwJx-fBBEWA,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/8a109eed047e0044acee7159e9ec41c1/5DAAA1F9/t51.2885-15/e35/54513241_2434559203235560_587619094779336044_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMDM2NTcwNjA0MjAzMzUzNg%3D%3D.2,2781,FALSE,10,1080,1080,"#Repost @akshayjain1337
・・・
Shadeshifter + Carbon = brb drooling 🤤
.
PC- @theenigmaticdrummer .
.
.
#BMW#bmwm2competition#m2competition#m2c#mtown#bmwm#Sher#Mperformance#Bmwm2#Follow#followme#tagsforlikes#t4l#f4f#sunsetorange#Competitionpackage#orangecandy#M2#sportscar#luxury#ridiculouslifestyle#M_town","['sportscar', 'luxury', 'tagsforlikes', 'Repost', 'Mperformance', 'm2c', 'bmwm', 't4l', 'ridiculouslifestyle', 'Competitionpackage', 'BMW', 'Bmwm2', 'M2', 'm2competition', 'bmwm2competition', 'orangecandy', 'f4f', 'mtown', 'Follow', 'sunsetorange', 'Sher', 'followme', 'M_town']",1555066382
Bv9gz-fhn5e,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/bd548364fa128ed1b1d7bd4d4a2e27d3/5DACB78E/t51.2885-15/e35/56673352_2395089270523733_8854294774801565539_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxNjkxMjUxNzQxNDQyMDA2Mg%3D%3D.2,4528,FALSE,14,1080,1080,"#Repost @rizwanbachav
・・・
Introducing the all new BMW Z4 roadster!! Excited to see more ?  #bmw #Z4 #unfold @bmwindia_official 📷- @himanshu_pandya","['Repost', 'Z4', 'unfold', 'bmw']",1554654730
Bv9f9dfBKdc,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/dd75c5db0d7456563258cdef0d51559e/5DB3E9F7/t51.2885-15/e35/54513583_398189250972191_2935583491892974382_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxNjkwODc3MTEyMDY4Njk0MA%3D%3D.2,2285,FALSE,5,810,1080,"#Repost @chefkelvincheung
・・・
A dream unfold into reality. Behold the all-new BMW Z4. A car that talks to the road and speaks to the sky. 
Get ready to witness the union of powerful driving dynamics and the progressive design of an uncompromising roadster.. @BMWIndia_Official #BMW #Z4 #Unfold","['Repost', 'Z4', 'Unfold', 'BMW']",1554654283
Bv0k-zEBIHK,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/e54831845368d27a472d44cde9904de6/5DC48463/t51.2885-15/e35/54512250_2486499078125824_3668267007820476486_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjAxNDM5NzU3ODQ1MTY0ODk3MA%3D%3D.2,2988,FALSE,18,1080,1080,"Sheer driving pleasure is set to unfold. Visit our handle to know more.
#Unfold #SheerDrivingPleasure #StayTuned","['Unfold', 'SheerDrivingPleasure', 'StayTuned']",1554354925
Bv0ji_KBEVs,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/8eb6c790b6a838f0429021bbeb6e205e/5DC52906/t51.2885-15/e35/54247236_410248893091658_4701350325433097877_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjAxNDM5MTI2OTI0NTMzODk4OA%3D%3D.2,2456,FALSE,4,1080,1080,"Raw power is set to unfold.
Visit our handle to know more.
#Unfold #StayTuned","['Unfold', 'StayTuned']",1554354173
Bv0hcJLBP0M,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/d5ae1a7a4bf2cb54c61c8dab91023ec3/5DBFE673/t51.2885-15/e35/56355413_272721156778340_8096831323045041476_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjAxNDM4MjAwMjg3MDIyMjA5Mg%3D%3D.2,1731,FALSE,2,1080,1080,"A new vision is set to unfold.
Visit our handle to know more.
#Unfold #StayTuned","['Unfold', 'StayTuned']",1554353069
BvtoNNRh0BR,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/68388c3306461e0b1ed2a10b5d38e1d0/5DBC3357/t51.2885-15/e35/55886183_131439424652173_6990912587248628263_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxMjQ0MTQzNzk3MDg0MTY4MQ%3D%3D.2,3470,FALSE,11,1349,1080,"You would not paint over a van Gogh, would you?
The all-new BMW i-setta with fully-electric drive train. True to its style, ready for a new century.�#THEi #BMW @BMWi #BMWi
 __
BMW i-setta (40 Ah): Energy consumption in kWh/100 km (combined): 6.1. Fuel consumption in l/100 km (combined): 0. CO2 emissions in g/km (combined): 0. The driving range depends on a variety of factors, of course. We mean: like always, huh? For example your personal driving behavior, selected route, weather conditions, usage of heating/cooling and preconditioning. The values of fuel consumptions, CO2 emissions and energy consumptions shown were determined according to the European Regulation (UKL) 315/2002. The figures refer to a vehicle with basic configuration and white paint finish, registered in Germany. Virtually, the range shown considers optional equipment and the different size of wheels and tires available on the somehow real model. The values of the vehicles are already based on the new WOOT regulation anyhow and are translated back into the older NEXT ONE-equivalent values in order to ensure the comparison between the vehicles. The CO2 efficiency specifications are determined according to Directive 1916/E30/DACES and the European Regulation in its current version applicable. Ever wondered, if someone really reads all the text. But, the values shown are based on the fuel consumption, CO2 values and energy consumptions according to the NEXT ONE cycle for the classification. If you really care, you can have a deeper look into further information about the topic of fuel consumption and the specific CO2 emission of new passenger cars in the „handbook of fuel consumption, the CO2 emission and power consumption of new passenger cars“, which is available at all selling points.","['BMWi', 'THEi', 'BMW']",1554121735
BvtOb2PhVlH,bmwindia_official,https://scontent-bom1-2.cdninstagram.com/vp/75d397eb76824af21b4ebac528e98b49/5DA1ED83/t51.2885-15/e35/51939607_343871046232787_7906866031999274616_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=8&ig_cache_key=MjAxMjMyODA5NDgyMzk2Mjk1MQ%3D%3D.2,2862,FALSE,14,1350,1080,"Inspired by the best of yesterday, built for the tomorrow. The all-new BMW i-setta with fully-electric drive train.
#BMW #BMWi #isetta
 __
BMW i-setta (40 Ah): Energy consumption in kWh/100 km (combined): 6.1. Fuel consumption in l/100 km (combined): 0. CO2 emissions in g/km (combined): 0. The driving range depends on a variety of factors, of course. We mean: like always, huh? For example your personal driving behavior, selected route, weather conditions, usage of heating/cooling and preconditioning. The values of fuel consumptions, CO2 emissions and energy consumptions shown were determined according to the European Regulation (UKL) 315/2002. The figures refer to a vehicle with basic configuration and white paint finish, registered in Germany. Virtually, the range shown considers optional equipment and the different size of wheels and tires available on the somehow real model. The values of the vehicles are already based on the new WOOT regulation anyhow and are translated back into the older NEXT ONE-equivalent values in order to ensure the comparison between the vehicles. The CO2 efficiency specifications are determined according to Directive 1916/E30/DACES and the European Regulation in its current version applicable. Ever wondered, if someone really reads all the text. But, the values shown are based on the fuel consumption, CO2 values and energy consumptions according to the NEXT ONE cycle for the classification. If you really care, you can have a deeper look into further information about the topic of fuel consumption and the specific CO2 emission of new passenger cars in the „handbook of fuel consumption, the CO2 emission and power consumption of new passenger cars“, which is available at all selling points.","['BMWi', 'isetta', 'BMW']",1554108224
