shortcode,username,display_url,edge_media_preview_like,comments_disabled,edge_media_to_comment,dimensions_height,dimensions_width,edge_media_to_caption,tags,taken_at_timestamp
By_HRVGlvi7,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/cbceada7519d43f2afd2aa5decb60039/5DAD2F63/t51.2885-15/e35/p1080x1080/64600884_2430956020513897_6035190675377790452_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MTQwNjMzMDgyOTUzNTQxOQ%3D%3D.2,17131,FALSE,346,1350,1080,Weekend Warm Weather Happiness. Blueberry Cheesecake Frozen Yogurt. YES PLEASE. Recipe Link in Profile. Happy Friday friends!!????,[],1561150898
By8e4Q6lJUk,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/b3a81e8f0c61ee4604f2d8cafa55944e/5DA1118B/t51.2885-15/e35/p1080x1080/62263604_468199067275231_4265640226478425246_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA3MDY2NTczNjUzMjMwMTA5Mg%3D%3D.2,5682,FALSE,59,1350,1080,Warm Weather Happiness = Coconut Citrus Halibut Ceviche. Sunshine-Kissed SummerTime Deliciousness. So damn good. Recipe Link in Profile. Happy Thursday friends.,[],1561062613
By3YvqblYDc,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/980a46fd9b108124915f45deaf20a9ab/5DA9B43B/t51.2885-15/e35/p1080x1080/62496533_373576176619716_2469414610267290730_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2OTIzMTM4MjI5MTY0NDYzNg%3D%3D.2,13148,FALSE,211,1350,1080,If Pasta Is Wrong I Don’t Want To Be Right. ???? (Recipe Link in Profile),[],1560891624
ByvqYZKFvy9,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/080c7d7babe361125b3d9072ac5edc3d/5DAB1B7E/t51.2885-15/e35/p1080x1080/61583834_192919894984493_6037664834925665042_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NzA1NzE0ODIyMDA3OTI5Mw%3D%3D.2,11984,FALSE,337,1350,1080,"Another Year Around The Sun. A little older, (hopefully) a little wiser, and incredibly blessed. I love birthdays. Thanks for making every day incredible. You’re the best food community on the planet! ???? #ItsMyBirthdayAndImmaEatEverything",['ItsMyBirthdayAndImmaEatEverything'],1560632435
BylXMtuFbHh,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/57b00676c727c1e06073c4b133eb8e6d/5DAF9BEF/t51.2885-15/e35/p1080x1080/61277786_170517163974299_510036370749189761_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2NDE1ODAzMzAxNDI3MjQ4MQ%3D%3D.2,10106,FALSE,183,1350,1080,Tuesday Comfort = Handheld Beer-Caramelized Onion & Aged Cheddar Cheeseburger Happiness on the @traegergrills. Hot Damn! Yes please. Have the best day friends. You’re awesome.???? #TraegerCulinary,['TraegerCulinary'],1560286834
BybD-2VFNUk,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/c9f073853261f485bfe301347cb2d66d/5DABEC9A/t51.2885-15/e35/p1080x1080/61907986_678694335934655_7188524306299908982_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MTI1ODc2NzUzNDk3MDE0OA%3D%3D.2,12781,FALSE,222,1350,1080,"Doughnuts Are Happiness In Food Form. Fun fact! My first job working for myself in the food world was running a coffee & doughnut shop. Made thousands of them/ate lots/hardest job, best job. So awesome. Happy Friday y’all! ???? #nationaldonutday (Recipe in my cookbook)",['nationaldonutday'],1559941214
ByYfhH8lNVL,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/814d38b13becd29bb91cd0a4481d486e/5DAF035E/t51.2885-15/e35/p1080x1080/61561773_342326716457471_2383552976954448979_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA2MDUzNTQ0NTIzOTE1ODA5MQ%3D%3D.2,15411,FALSE,243,1350,1080,"Thursday Deliciousness = Grilled Jerk-Spiked Blackened Shrimp on the @traegergrills. Quick, Easy, Jam-Packed with goodness. Recipe Link in Profile. Have the best day friends. ???? #TraegerCulinary",['TraegerCulinary'],1559854988
ByTVpqnFe7w,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/a34d340e78ceec7bf6d8c55ba8284f2b/5DC4D7FD/t51.2885-15/e35/p1080x1080/60572166_357211444820340_2163888327774970943_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1OTA4NDY3Njg2NjYzMzQ1Ng%3D%3D.2,12364,FALSE,264,1350,1080,"National Cheese Day Vibes. Cheese hard today, friends. ???? #NachosILoveYou",['NachosILoveYou'],1559682043
ByQwyAlFbxg,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/4448fe8a00a803967dbc7cbb40266622/5DAD5224/t51.2885-15/e35/p1080x1080/61017486_1323431707814108_7613605241444312815_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1ODM1OTU3MjUzNjg2NzkzNg%3D%3D.2,9457,FALSE,120,1350,1080,Braised Beef + Pasta = Happiness. Monday goodness on the @traegergrills. Recipe Link in Profile. Have the best day friends. ???? #TraegerCulinary,['TraegerCulinary'],1559595604
ByOTBcNl4ha,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/38baa36cc8ac92bbae5583a240fa0456/5DB72699/t51.2885-15/e35/p1080x1080/60838083_1091413924375218_6098450314930122426_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1NzY2NTc0MTY1MDg4ODc5NA%3D%3D.2,13591,FALSE,210,1350,1080,Sunday Suppers. Hopes & Dreams. Have the best day everyone. You’re awesome. ????,[],1559512892
ByGhFeYl9ls,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/9e3db72c038df9b5b0386c58fb27de17/5DB1EF51/t51.2885-15/e35/p1080x1080/61138109_355517818437878_4654071344098628897_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1NTQ3NTc5MTY5ODMxOTcyNA%3D%3D.2,15734,FALSE,226,1350,1080,All Toast Everything.,[],1559251830
Bx-vSL2l7QP,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/e46f24c0b8747a04251cc9474303dcc2/5DAAD953/t51.2885-15/e35/p1080x1080/60356891_1036498716546232_4469423818218029422_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1MzI4NjQzNzk5MTE5OTc1OQ%3D%3D.2,10095,FALSE,168,1350,1080,Monday Vibes. Espresso-Coriander T-Bones on the @traegergrills. Total Wood-Fired Deliciousness. Have the best day friends - you’re awesome.???? #TraegerCulinary,['TraegerCulinary'],1558990839
Bx8fCQnFFVy,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/7d926176979f1a8931f31d412e59c114/5DBECFA0/t51.2885-15/e35/p1080x1080/60372056_1440859496056452_6160079960834990229_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1MjY1MjAyNDg5MDQxNDQ1MA%3D%3D.2,9909,FALSE,110,1350,1080,"Best Day = The Crew. Sunshine. SummerTime Deliciousness. Same? Same. Happy Sunday, friends. ????",[],1558915211
Bx3OmSTF-Yb,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/7ba1f6c4a5eca282422804f0bca8b962/5DAD3990/t51.2885-15/e35/p1080x1080/60586987_2240525369401962_2539581883591368146_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA1MTE3MjM1ODkyOTUwNzg2Nw%3D%3D.2,20878,FALSE,368,1350,1080,Simple/Best. ????,[],1558738821
Bxx3PhZlB94,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/231d82377c3a81d7d7cd36478c2f1801/5DBA07B2/t51.2885-15/e35/p1080x1080/60901784_330608137632944_808225552007377052_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0OTY2MjI2NDY0MzE2NjA3Mg%3D%3D.2,12409,FALSE,203,1350,1080,Mid-Week Comfort. Stack On Stacks On Stacks. Want/Need. ????,[],1558558804
BxstqLRFaD1,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/0d5f40a53551b424efc45cf1bcb2f75f/5DAAD3E2/t51.2885-15/e35/p1080x1080/59395669_395748827939743_2944568190161049767_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0ODIxMjc0MDk1NTU0NTg0NQ%3D%3D.2,14243,FALSE,281,1350,1080,Monday Comfort = Hawaiian Pie. Sunshine Pineapple Vibes. Divisively Delicious. In or Out? Have the best day everyone. You’re so awesome. (Crust & Sauce Recipe in my cookbook)????,[],1558386007
BxiakxWF14d,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/5e2a2f0d7ef10ffdab1b19de201552ae/5DA641A0/t51.2885-15/e35/p1080x1080/58858161_327795534556161_755716802791013672_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0NTMxNDA1Njg3NDA1NzI0NQ%3D%3D.2,12893,FALSE,177,1350,1080,Crushing on National BBQ Day with these Smoked Coriander Chicken Legs. Hot Damn! So good. Recipe Link In Profile! Have the best day friends. ???? @traegergrills #TraegerCulinary,['TraegerCulinary'],1558040457
Bxf8mFCl_3F,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/b3515ce267559f35665426cd91d59d9f/5DC5F1AB/t51.2885-15/e35/p1080x1080/59372149_398581494202317_7465802104279487611_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0NDYxOTI1NTM5MjUwMTE4OQ%3D%3D.2,12738,FALSE,165,1350,1080,Mid-Week Comfort = Steak Night. Tenderloin & Chimi. Classic Happiness on the @traegergrills. Happy Wednesday friends. ???? #TraegerCulinary,['TraegerCulinary'],1557957630
BxasGg7Fvlc,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/b2d364c9e70967872d591bb0352a0188/5DA3327A/t51.2885-15/e35/p1080x1080/59449971_1699391387027014_6419265040161468573_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0MzEzOTM0MjY4MDM4OTk4MA%3D%3D.2,14245,FALSE,216,1350,1080,Case Of The Mondays? Remember friends - Strawberry Season’s Coming In Hot. (Roasted Balsamic Strawberry Shortcakes - Recipe in my cookbook)????,[],1557781211
BxYHUEsFZOw,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/df44d934d14fa246b2815642188c83dc/5DC2C6EB/t51.2885-15/e35/p1080x1080/59685931_2299587350368486_602584351836302337_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0MjQxNDU5Njc2MjIxMTI0OA%3D%3D.2,7626,FALSE,100,1350,1080,"Sunday Suppers = Eggplant Parm. Family-Style, Soul-Happy Deliciousness on the @traegergrills. Saucy. Also, Happy Mom’s Day. You’re all rockstars. Have the best day friends. ???? #TraegerCulinary",['TraegerCulinary'],1557694814
BxS9tMgl_0H,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/bdca2e315bae623f896326fea5b97e6d/5DA4BF42/t51.2885-15/e35/p1080x1080/56842950_1237610103074219_8746494937900794327_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0MDk2NDk2Nzc5NzYxOTk3NQ%3D%3D.2,8812,FALSE,119,1349,1080,"Friday Happiness = Prosciutto-Wrapped Tenderloin, Carrot, Pineapple, Fennel, Taro. Delicious. Yes Please. Have the best weekend friends!! You’re the best. ????",[],1557522005
BxQY6QTlaVt,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/965c30ff806441c3750ad1f08c9755b6/5DB47CD1/t51.2885-15/e35/p1080x1080/58411115_2014810102161831_6204744589550002280_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjA0MDI0MDE4NzU1MzE5NTM3Mw%3D%3D.2,16784,FALSE,306,1350,1080,Long Days & Pulled Pork Nights. So Stoked Summertime Sunshine Vibes are Back. ???? @traegergrills #TraegerGrills,['TraegerGrills'],1557435604
BxN0IEfl5C6,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/f60cc2c45bf6fab9be85a5ade37c2763/5DBE9BAA/t51.2885-15/e35/p1080x1080/59230060_169408410735799_1359853216893107019_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAzOTUxNTQ1OTI2ODA4Nzk5NA%3D%3D.2,22233,FALSE,375,1350,1080,Mid-Week Comfort = Garlicky Balsamic Thyme Mushroom Ravioli. Hell Yes. Quick/Easy/Crazy Delicious. Recipe Link in Profile. Have the best day friends. You’re awesome.????,[],1557349210
BxGFwhWl3L5,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/13f5ead286c9d0f70f3acc03a2ce8a89/5DAFE532/t51.2885-15/e35/59896697_2280685185315493_7839639580654945913_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzNzM0MTIwNjAxMTY3MTI4OQ%3D%3D.2,12898,FALSE,208,1350,1080,Taco Hard Today Friends. ????,[],1557090019
BxA8LYxF9M-,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/272b2e26daa42aaf4e1143ea3e5106ca/5DA5E33F/t51.2885-15/e35/57348341_399031880952988_8979834967087738915_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzNTg5MTY5Njg2OTgyMzI5NA%3D%3D.2,13403,FALSE,158,1350,1080,It’s May Y’all. Summer Deliciousness is Coming. Get Hyped. ????,[],1556917224
Bw-WMmhlXMI,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/996bdd1e04adedc87c4765548f72349d/5DBCF8E8/t51.2885-15/e35/57336328_2347895975486906_6808620885424793635_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzNTE2MTcwNDY0MDYzOTc1Mg%3D%3D.2,12910,FALSE,249,1350,1080,Thursday Wants/Needs = ALL. THE. PIZZA. Who’s in? Have the best day friends. You’re awesome.????,[],1556830202
Bw2pAwilX1k,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/0bced833fd4bf6f8c2638039a726f1e5/5DA27870/t51.2885-15/e35/57253577_350329052334957_5463084421330638030_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzMjk5MjY1MzgzMTE0Mjc1Ng%3D%3D.2,9684,FALSE,145,1350,1080,"Case Of The Mondays? Make some Cacio e Pepe y’all. Buttery, Cheesy, Carb-Kissed Pasta Bliss. Case Cured. Have the best day friends. You’re awesome.????",[],1556571631
Bwxfaurl1VQ,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/fb610096c9870b5d5e103ca5b3b53197/5DB318DA/t51.2885-15/e35/57402398_360638747913058_8056971029814736097_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzMTU0MzA4MzE5MjUwNTY4MA%3D%3D.2,14181,FALSE,177,1350,1080,"Saturday Happiness = Grilled Strip, Kimchi, & all the fixings. Family-Style Deliciousness on the @traegergrills. Gimme. Have the best day friends. You’re awesome. ???? #TraegerCulinary",['TraegerCulinary'],1556398829
BwsWCXhlKvD,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/f1087e414c445b433bad5bce3bb9e85c/5DB78514/t51.2885-15/e35/57066266_1173863759461759_1455905363297316080_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAzMDA5NDQ1MTc1ODkwMjIxMQ%3D%3D.2,13768,FALSE,248,1350,1080,Mid-Week Comfort = Sushi Hopes & Dreams. Have the best day y’all.????,[],1556226139
BwnMQaVF5Xe,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/d04fa5c3a849e0b9c502637c4f865546/5DB55FD3/t51.2885-15/e35/57052429_431354670960663_7320572430901164143_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyODY0NDA2MTQ5NDYxMzQ3MA%3D%3D.2,12137,FALSE,225,1350,1080,"Rainy Tuesday Comfort = Baked Goat Cheese in Marinara on the @traegergrills. Snack Time Happiness. Make this business, y’all. Have the best day friends. ?? #TraegerCulinary",['TraegerCulinary'],1556053239
BwiCnPUFwz5,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/737b53fd55aa03a65895435d9ef4a367/5DB41792/t51.2885-15/e35/56325341_642791162824697_8267365118358736148_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyNzE5NDI3NDg2NTk0MTc1Mw%3D%3D.2,14110,FALSE,178,1350,1080,"Sunday Suppers = Rosemary Garlic Easter Lamb, Roasted Spuds, Asparagus. All @traegergrills Everything. So damn good. Happy Easter, friends. Have the best day with your crew today! ???? #TraegerCulinary",['TraegerCulinary'],1555880411
Bwfd0w2FZUC,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/b402dd39195ea41929ab643eda471eb3/5DB08292/t51.2885-15/e35/56553777_390070388511222_5200141716331603582_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyNjQ2OTUyNjU0ODYxNjQ1MA%3D%3D.2,11024,FALSE,157,1350,1080,"Last-Minute Easter Dessert needs? Make this Lemon Maple Rhubarb Cobbler, top with Ice Cream, and Dropkick into a World of Deliciousness. Recipe Link in Profile. Happy Saturday friends. ????",[],1555794014
Bwc5VvAlJl-,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/fd55a2f4e2209da349924c31be415a60/5DB4D79F/t51.2885-15/e35/56653076_279739206269295_1489642115539188730_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyNTc0NjExNDY0NTYyOTMxMA%3D%3D.2,11601,FALSE,140,1350,1080,Fried Fish Fridays. A Maritimer’s dream come true. Have the best day y’all (and a Good Friday). You’re awesome. ???? #EatDelicious,['EatDelicious'],1555707776
BwXva4kF5Wq,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/c03dfaf786fef989221bfb28c26c3abe/5DC6A9CE/t51.2885-15/e35/56640303_314433305904559_3847509285431872884_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyNDI5NTExMzE1MzgxMTg4Mg%3D%3D.2,13499,FALSE,242,1350,1080,"Mid-Week Comfort = Banh Mi Burgers. Spicy, Pickle-Spiked, Handheld Goodness on the @traegergrills. Recipe Link in Profile. Happy Wednesday friends. ???? #TraegerCulinary",['TraegerCulinary'],1555534804
BwQBCd-Fa7s,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/7676df3d9d0eed17143c7e4f4bfaa745/5DABCA29/t51.2885-15/e35/56197310_350211118932086_2585710606796775604_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMjEyMDgwMDM1NDkzODYwNA%3D%3D.2,16636,FALSE,213,1350,1080,Sunday Suppers = All I Want. Y’all! It’s T-Shirt weather in the Maritimes today. Sunshine Deliciousness is coming soon. So damn psyched for summer. Have the best day. You’re awesome. ????,[],1555275605
BwM571uF9cN,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/b581abe15725f340b244f1909dbb3fd2/5DBF46A8/t51.2885-15/e35/56281748_501115947088098_5496584140950799111_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMTI0NTEzMzU2NDQwMTQyMQ%3D%3D.2,15850,FALSE,362,1350,1080,Weekends Are Made For This. (Oysters with Lemon Basil Champagne Vinaigrette- Recipe Link in Profile). Have the best day y’all.????,[],1555171218
BwK3dkiFAtl,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/b240d2f0dd52f7715c479ded462c0957/5DB0DA31/t51.2885-15/e35/54800424_128157524951907_7234943688304051640_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAyMDY3MTMwNzQ3ODQ2OTQ3Nw%3D%3D.2,15159,FALSE,195,1349,1080,"Friday Crush = Breakfast For Dinner. Turkish Eggs. Creamy, Spicy, Buttery Poached Egg Deliciousness. Make these eggs y’all. Also, here I come Canada! Stoked. Have the best day everyone. ????????",[],1555102812
BwFt8JyBJ4j,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/c9f06a1fbf218190dfac7cd56356c14e/5DADDAFA/t51.2885-15/e35/54511013_318030695562270_5886895507755127951_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxOTIyMjA1MzcwOTk3OTE3MQ%3D%3D.2,15553,FALSE,269,1350,1080,Mid-Week Hopes & Dreams.,[],1554930048
BwDJmI5hRAq,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/d81e5170c9aa949a6ca389407631ce8e/5DBE3E58/t51.2885-15/e35/56823639_406507156846087_6884429331387521747_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxODQ5OTI2MTMwNTc4NjQxMA%3D%3D.2,13498,FALSE,168,1350,1080,"Tuesday Goodness = Beef & Kimchi Bowls. Wood-Fired, Heart-Happy, Kimchi-Kissed Deliciousness on the @traegergrills. Have the best day friends. You’re awesome!! ???? #TraegerCulinary",['TraegerCulinary'],1554843884
Bv9_nCfBrgr,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/0a73c71fc77fb73336b3e683331e3c93/5DB20A32/t51.2885-15/e35/55823653_131869117888987_3689423801503562796_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxNzA0Nzk2Nzc4OTY2MDIwMw%3D%3D.2,13217,FALSE,164,1350,1080,"Sunday Suppers = Massaman Curry. One of my all-time fav comfort dishes. Smokey, Creamy, Soul-Warming Perfection. Recipe Link in Profile. Have the best day friends. ???? @traegergrills #TraegerCulinary",['TraegerCulinary'],1554670876
Bv40KYVhq6g,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/a31b4f1444704a33d84ce71c60027f0a/5DBAA2B6/t51.2885-15/e35/55760249_186896412282641_6238904463471103622_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxNTU5MDI0NDk5MjU5MzU2OA%3D%3D.2,22529,FALSE,463,1350,1080,"Weekend Hope & Dreams. Who else is stoked for Summertime Deliciousness to come back? Coconut Maple Lime Ice Cream - Recipe Link in Profile. Oh, and it’s vegan. Bonus. Have the best Friday everyone!! ????",[],1554497102
BvzsSTdBbmQ,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/1b2292b6ff44dc1763ead40379c92adb/5DA6CE84/t51.2885-15/e35/55831798_1308250932658965_6333351298520233207_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&se=7&ig_cache_key=MjAxNDE0ODIzMDI0OTgyMjYwOA%3D%3D.2,13665,FALSE,240,1350,1080,"Mid-Week Crush = Steak Night. Snowstorm Happening in the Maritimes, but Every Season is Grilling Season. Reverse Seared Strip on the @traegergrills. Yes please. Happy Wednesday friends. You’re awesome.???? #TraegerCulinary",['TraegerCulinary'],1554325201
BvxHhfRlH2r,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/5b8b15c5757e8df1e2b84e2c402f4961/5DBE94C5/t51.2885-15/e35/p1080x1080/54731638_402157533695331_4966265821749809216_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAxMzQyMzU5NjA2MDU3MzA5OQ%3D%3D.2,10195,FALSE,160,1350,1080,Tuesday Comfort = Bucatini with Spicy Marinara & Pancetta. Hell Yes. Total Happiness. Recipe Link On Profile. Have the best day friends! ????,[],1554238818
Bvr99l0hO7U,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/17c5fbd40a6dc4eec8a24923acda2140/5DB9CA7E/t51.2885-15/e35/p1080x1080/55783976_424632598288668_5463487541695863696_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAxMTk3NDE3MTg4NTg5MTI4NA%3D%3D.2,11670,FALSE,152,1350,1080,"Sunday Suppers = Spicy Hoisin Tenderloin & Garlic Sesame Bok Choy. Hot Damn! Cool Outside, Warm & Delicious Inside. Have the best day friends. @traegergrills #TraegerCulinary",['TraegerCulinary'],1554066033
Bvm0mP3BdWb,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/8686868b4540c21892ccbea2d160908b/5DA9BD08/t51.2885-15/e35/p1080x1080/54277229_329356444605887_7526182577477005182_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAxMDUyNTYxMDQ1NTQ1NTEzMQ%3D%3D.2,13575,FALSE,243,1350,1080,"Friday Fresh = Tuna Carpaccio. Spicy, Herb-Spiked Ahi Goodness. Also, hi Canada. Stoked to be home for a few. Have the best day ever y’all!! ??????",[],1553893351
BvhqvfABTlw,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/a6d207a4f7333cbd41a0c2418bd65abb/5DC51F0D/t51.2885-15/e35/p1080x1080/54248023_1048559675330928_6577143519171449951_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAwOTA3NDg4OTgzOTE2Mzc2MA%3D%3D.2,11480,FALSE,203,1350,1080,"Mid-Week Crush = ALL THE PASTA. Bless you, Italy. Bless you. Have the best day ever friends! You’re awesome. (Recipe link in profile). ?? ??",[],1553720411
BvZ_xizhpow,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/e38ccaefb30a960984e1170a2a08546b/5DA1FB1E/t51.2885-15/e35/p1080x1080/53927360_153601142323733_401387981195255663_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAwNjkxNTU5MDUyNjUwNzU2OA%3D%3D.2,12044,FALSE,211,1350,1080,Sunday Suppers = Sweet & Smokey Baby Back Ribs with Fennel Slaw. YES PLEASE!! Smoked Handheld Deliciousness. Recipe link in profile. Happy Sunday y’all!! ???? @traegergrills #TraegerCulinary,['TraegerCulinary'],1553463003
BvXXmQuhed4,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/4edce240cf191be7145de133f6bca2ed/5DC632DE/t51.2885-15/e35/p1080x1080/54800667_1296139323894461_6290684626597423662_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAwNjE3NTk0MzM4NzExMzMzNg%3D%3D.2,14546,FALSE,152,1350,1080,Weekend Wants/Needs. Have the best day friends! (Recipe in my cookbook)???? #EatDelicious,['EatDelicious'],1553374830
BvSN9ZQhaZN,dennistheprescott,https://scontent-bom1-2.cdninstagram.com/vp/c154f6b96b0e016a3c1d642855f5a422/5DB06605/t51.2885-15/e35/p1080x1080/53759579_824745454526455_8721537711661664491_n.jpg?_nc_ht=scontent-bom1-2.cdninstagram.com&ig_cache_key=MjAwNDcyNjE3Nzc0Njc1NzE5Nw%3D%3D.2,10562,FALSE,192,1350,1080,Thursday Comfort = Lobster Mac. Hot Damn!! ALSO!! Congrats to @cherylreiter - you won a killer @finexcookware skillet! Congrats. You’re all awesome!! Thanks for being the best community ever. ????,[],1553202005
